"ID","Position","Specialization","Continent","Experience (years)","Salary ($/year)","Gender","Age","Education","Type of employment","Number of projects","Job satisfaction",""
"180","Data_Analyst","Data_Science","North America","5","2024533.0","Male","25","None","Full-time","11","3.4",""
"181","Data_Analyst","Data_Science","North America","2","1927564.0","Male","22","Bachelor's","Full-time","7","3.4",""
"182","Data_Analyst","Data_Science","North America","2","800000.0","Male","21","None","Part-time","13","3.3",""
"183","Data_Analyst","Data_Science","North America","2","2009790.0","Male","24","Bachelor's","Full-time","4","5.0",""
"184","Data_Analyst","Data_Science","North America","1","831462.0","Female","23","Master's","Full-time","11","4.2",""
"185","Data_Analyst","Data_Science","North America","6","516323.0","Female","29","Bachelor's","Full-time","13","4.8",""
"186","QA_Engineer","Testing","North America","2","2333241.0","Male","28","None","Full-time","15","4.1",""
"187","QA_Engineer","Testing","North America","3","1200000.0","Male","31","Bachelor's","Full-time","7","3.8",""
"188","QA_Engineer","Testing","North America","4","2006522.0","Male","35","None","Freelance","11","3.6",""
"189","QA_Engineer","Testing","North America","4","2160000.0","Female","24","Bachelor's","Full-time","10","3.4",""
"190","QA_Engineer","Testing","North America","4","1341316.0","Female","26","None","Full-time","6","3.1",""
"191","QA_Engineer","Testing","North America","6","1634105.0","Female","27","Bachelor's","Part-time","3","4.2",""
"192","QA_Engineer","Testing","North America","5","1389256.0","Female","28","None","Part-time","3","4.4",""
"193","QA_Engineer","Testing","North America","1","1000000.0","Male","23","Bachelor's","Part-time","9","4.9",""
"194","QA_Engineer","Testing","North America","6","1231116.0","Male","27","None","Remote","10","4.9",""
"195","QA_Engineer","Testing","North America","6","2352941.0","Male","28","Bachelor's","Part-time","11","5.0",""
"196","QA_Engineer","Testing","North America","1","744551.0","Female","23","None","Freelance","7","4.2",""
"197","QA_Engineer","Testing","North America","2","3014686.0","Female","24","Bachelor's","Remote","13","4.0",""
"198","QA_Engineer","Testing","North America","6","1357204.0","Female","26","None","Part-time","4","3.6",""
"199","QA_Engineer","Testing","North America","5","1053196.0","Female","30","Bachelor's","Part-time","11","3.2",""
"200","QA_Engineer","Testing","Australia","6","1337606.0","Male","37","None","Part-time","13","2.9",""
"201","QA_Engineer","Testing","North America","1","585900.0","Male","20","Bachelor's","Part-time","15","2.5",""
"202","QA_Engineer","Testing","Europe","6","395436.0","Male","36","None","Part-time","7","3.6",""
"203","QA_Engineer","Testing","South America","3","1649930.0","Female","33","Bachelor's","Part-time","11","3.5",""
"204","QA_Engineer","Testing","North America","5","1138060.0","Female","26","None","Full-time","5","3.4",""
"205","QA_Engineer","Testing","North America","3","1612744.0","Female","25","Master's","Full-time","6","3.4",""
"206","QA_Engineer","Testing","North America","5","432776.0","Male","24","Bachelor's","Full-time","3","4.9",""
"207","QA_Engineer","Testing","North America","4","987471.0","Male","24","None","Full-time","3","4.9",""
"208","QA_Engineer","Testing","North America","5","1512297.0","Male","25","Bachelor's","Part-time","9","5.0",""
"209","QA_Engineer","Testing","North America","2","1752935.0","Female","19","None","Full-time","2","4.2",""
"210","QA_Engineer","Testing","North America","5","1197944.0","Female","26","None","Full-time","8","4.0",""
"211","QA_Engineer","Testing","North America","5","923544.0","Female","25","Bachelor's","Full-time","7","3.6",""
"212","QA_Engineer","Testing","North America","1","587146.0","Female","19","None","Full-time","1","3.2",""
"213","QA_Engineer","Testing","North America","2","977543.0","Male","26","Master's","Full-time","4","2.9",""
"214","QA_Engineer","Testing","North America","5","649755.0","Male","25","Bachelor's","Full-time","11","2.5",""
"215","QA_Engineer","Testing","North America","5","970782.0","Male","24","Bachelor's","Part-time","13","3.6",""
"216","QA_Engineer","Testing","North America","3","1050000.0","Female","25","Bachelor's","Full-time","15","3.5",""
"217","QA_Engineer","Testing","Australia","5","2119584.0","Female","29","None","Freelance","7","3.4",""
"218","QA_Engineer","Testing","North America","1","1687111.0","Female","21","None","Full-time","5","3.4",""
"219","Data_Analyst","Web","Australia","5","1436629.3","Male","38","Master's","Remote","17","3.5",""
"220","QA_Engineer","Desktop","South America","4","1873655.8","Male","22","Master's","Part-time","1","4.6",""
"221","Data_Analyst","Mobile","Australia","7","1402069.2","Female","30","Master's","Remote","1","3.8",""
"222","Data_Analyst","Web","North America","4","364465.7","Female","20","Bachelor's","Remote","5","4.3",""
"223","Developer","Mobile","Australia","3","1784735.6","Male","18","Master's","Part-time","9","3.1",""
"224","Data_Analyst","Mobile","North America","3","2039521.7","Female","24","Bachelor's","Full-time","1","4.2",""
"225","Developer","Data_Science","Australia","1","2762225.4","Female","22","None","Freelance","12","4.2",""
"226","Data_Analyst","Mobile","Europe","2","1783277.5","Male","24","None","Full-time","4","5.0",""
"227","QA_Engineer","Testing","Europe","1","1493728.3","Female","33","None","Freelance","10","3.2",""
"228","QA_Engineer","Web","Australia","4","615032.4","Male","34","Master's","Part-time","7","3.4",""
"229","Developer","Mobile","Europe","1","2165061.2","Male","18","Bachelor's","Part-time","4","4.7",""
"230","Developer","Data_Science","South America","4","1143281.3","Male","27","Bachelor's","Full-time","9","5.0",""
"231","Developer","Web","South America","4","2863185.7","Female","21","None","Full-time","15","4.0",""
"232","Developer","Mobile","Australia","7","1441946.9","Male","29","Bachelor's","Part-time","2","4.6",""
"233","Data_Analyst","Testing","Europe","3","779831.1","Male","28","Master's","Freelance","5","3.7",""
"234","QA_Engineer","Web","South America","4","1149562.6","Female","25","Bachelor's","Freelance","1","5.0",""
"235","Data_Analyst","Testing","Australia","5","955637.0","Female","56","Bachelor's","Freelance","8","4.6",""
"236","QA_Engineer","Mobile","South America","1","1750658.0","Male","19","Master's","Remote","11","3.5",""
"237","Data_Analyst","Testing","Europe","5","1320365.0","Female","23","Bachelor's","Full-time","1","3.3",""
"238","QA_Engineer","Desktop","South America","1","1494219.2","Male","26","Bachelor's","Full-time","1","2.4",""
"239","Data_Analyst","Web","North America","3","547178.0","Male","27","Bachelor's","Remote","8","2.8",""
"240","QA_Engineer","Data_Science","South America","6","2557341.9","Male","22","Bachelor's","Freelance","7","3.7",""
"241","Developer","Testing","Europe","6","2005732.4","Female","25","Master's","Part-time","10","3.3",""
"242","Data_Analyst","Testing","Europe","6","1385956.2","Female","31","None","Remote","17","3.6",""
"243","QA_Engineer","Data_Science","North America","4","776907.0","Male","37","None","Full-time","4","3.8",""
"244","Data_Analyst","Web","Australia","5","1489253.7","Male","33","Master's","Part-time","17","4.1",""
"245","Data_Analyst","Mobile","North America","3","1337341.2","Male","25","Master's","Freelance","8","3.6",""
"246","QA_Engineer","Web","North America","4","1185495.5","Female","19","Master's","Full-time","6","4.1",""
"247","QA_Engineer","Testing","Australia","4","1241909.2","Male","23","None","Remote","15","4.7",""
"248","Data_Analyst","Data_Science","Europe","4","1519362.3","Male","31","Bachelor's","Part-time","1","3.9",""
"249","Developer","Desktop","North America","5","964802.1","Female","24","None","Freelance","4","3.3",""
"250","Data_Analyst","Web","Europe","1","2498996.6","Male","20","Master's","Freelance","3","4.5",""
"251","QA_Engineer","Mobile","Australia","8","1672877.0","Male","21","None","Remote","3","3.7",""
"252","Data_Analyst","Desktop","Australia","8","1669388.0","Female","32","Master's","Part-time","14","4.4",""
"253","Developer","Mobile","Europe","4","1455970.8","Male","26","Master's","Freelance","10","4.8",""
"254","Developer","Desktop","Australia","1","2145459.8","Female","32","Master's","Freelance","14","4.1",""
"255","Data_Analyst","Desktop","Europe","5","845406.6","Female","31","None","Full-time","8","2.9",""
"256","QA_Engineer","Web","Europe","3","884842.3","Female","21","None","Remote","10","3.2",""
"257","Data_Analyst","Desktop","North America","2","2173047.6","Male","25","Bachelor's","Full-time","4","3.3",""
"258","QA_Engineer","Data_Science","Australia","3","1500350.5","Male","41","None","Remote","10","3.5",""
"259","QA_Engineer","Data_Science","South America","4","734048.9","Female","27","Master's","Full-time","13","4.2",""
"260","Developer","Desktop","South America","3","1798430.2","Female","36","None","Full-time","9","3.6",""
"261","QA_Engineer","Testing","Australia","4","387605.7","Male","26","Bachelor's","Part-time","3","5.0",""
"262","Developer","Testing","Australia","5","2523539.5","Female","23","Bachelor's","Part-time","8","5.0",""
"263","Developer","Desktop","South America","4","874665.6","Female","33","Master's","Remote","11","3.5",""
"264","Developer","Web","South America","5","1614639.2","Female","25","Bachelor's","Freelance","12","5.0",""
"265","Data_Analyst","Web","Europe","7","1038449.4","Male","29","None","Freelance","10","2.9",""
"266","QA_Engineer","Web","Australia","10","1498598.5","Female","30","Master's","Remote","18","5.0",""
"267","Developer","Mobile","North America","5","3073824.5","Female","25","Bachelor's","Remote","13","5.0",""
"268","Data_Analyst","Desktop","South America","8","1695467.8","Female","25","None","Freelance","15","4.2",""
"269","Data_Analyst","Desktop","South America","1","768625.0","Female","28","None","Remote","8","4.3",""
"270","Developer","Testing","Australia","1","646676.9","Male","22","None","Part-time","5","4.0",""
"271","QA_Engineer","Data_Science","South America","5","1981049.3","Male","35","None","Freelance","8","3.7",""
"272","QA_Engineer","Web","Australia","1","1743545.7","Female","22","Master's","Freelance","5","4.5",""
"273","Data_Analyst","Mobile","Australia","1","1413262.1","Male","28","Master's","Freelance","6","3.1",""
"274","Data_Analyst","Web","Europe","1","888312.0","Male","20","None","Part-time","4","3.5",""
"275","QA_Engineer","Mobile","North America","2","564278.7","Male","19","Bachelor's","Remote","14","2.7",""
"276","Developer","Mobile","Europe","1","560064.6","Male","24","Bachelor's","Remote","2","3.6",""
"277","Developer","Web","Europe","5","1441949.3","Male","26","None","Part-time","7","2.9",""
"278","Data_Analyst","Data_Science","South America","7","2157612.3","Male","29","None","Freelance","4","3.9",""
"279","QA_Engineer","Data_Science","Europe","4","1389486.6","Male","28","None","Full-time","7","4.1",""
"280","Developer","Desktop","North America","2","1000279.9","Male","35","Bachelor's","Part-time","7","4.0",""
"281","Developer","Desktop","Europe","1","1598047.3","Male","26","Master's","Freelance","8","5.0",""
"282","Data_Analyst","Desktop","South America","5","1014111.4","Female","25","Bachelor's","Remote","17","5.0",""
"283","QA_Engineer","Web","North America","1","1989431.5","Female","22","Bachelor's","Remote","5","3.6",""
"284","Developer","Web","South America","3","870925.7","Female","21","Bachelor's","Remote","10","3.1",""
"285","QA_Engineer","Desktop","North America","8","926733.5","Male","22","None","Remote","9","3.9",""
"286","Data_Analyst","Web","Australia","4","1646967.5","Male","28","None","Part-time","13","3.6",""
"287","QA_Engineer","Desktop","Australia","4","3054245.0","Male","27","None","Full-time","13","4.6",""
"288","Data_Analyst","Data_Science","South America","7","616770.3","Female","34","Bachelor's","Full-time","13","4.4",""
"289","Developer","Testing","Europe","1","411734.8","Male","22","Master's","Part-time","2","4.5",""
